"coffeid","typeid","value"
620,11,"82.67"
620,12,"0.12"
620,13,"0"
620,14,"0"
620,15,"1"
620,16,"0"
620,17,"1400"
620,18,"1900"
621,1,"7.67"
621,2,"7.5"
621,3,"7.5"
621,4,"7.5"
621,5,"7.5"
621,6,"7.5"
621,7,"10"
621,8,"10"
621,9,"10"
621,10,"7.5"
621,11,"82.67"
621,12,"0.11"
621,13,"0"
621,14,"0"
621,15,"10"
621,16,"0"
621,17,"1240"
621,18,"1240"
622,1,"7.42"
622,2,"7.5"
622,3,"7.5"
622,4,"7.67"
622,5,"7.58"
622,6,"7.5"
622,7,"10"
622,8,"10"
622,9,"10"
622,10,"7.5"
622,11,"82.67"
622,12,"0.11"
622,13,"0"
622,14,"0"
622,15,"300"
622,16,"0"
622,17,"1500"
622,18,"1500"
623,1,"7.75"
623,2,"7.58"
623,3,"7.67"
623,4,"7.25"
623,5,"7.58"
623,6,"7.42"
623,7,"10"
623,8,"10"
623,9,"10"
623,10,"7.42"
623,11,"82.67"
623,12,"0.11"
623,13,"0"
623,14,"0"
623,15,"250"
623,16,"3"
623,17,"1800"
623,18,"1800"
624,1,"7.92"
624,2,"8"
624,3,"7.5"
624,4,"6.75"
624,5,"7.92"
624,6,"7.58"
624,7,"10"
624,8,"10"
624,9,"9.33"
624,10,"7.67"
624,11,"82.67"
624,12,"0"
624,13,"0"
624,14,"0"
624,15,"288"
624,16,"17"
624,17,NA
624,18,NA
625,1,"7.67"
625,2,"7.67"
625,3,"7.17"
625,4,"7.67"
625,5,"7.5"
625,6,"7.5"
625,7,"10"
625,8,"10"
625,9,"10"
625,10,"7.5"
625,11,"82.67"
625,12,"0.11"
625,13,"0"
625,14,"0"
625,15,"275"
625,16,"0"
625,17,"1500"
625,18,"1500"
626,1,"7.83"
626,2,"7.33"
626,3,"7.83"
626,4,"7.33"
626,5,"7.58"
626,6,"7.83"
626,7,"10"
626,8,"10"
626,9,"9.33"
626,10,"7.58"
626,11,"82.67"
626,12,"0.12"
626,13,"0"
626,14,"0"
626,15,"2"
626,16,"0"
626,17,NA
626,18,NA
627,1,"7.58"
627,2,"7.58"
627,3,"7.42"
627,4,"7.58"
627,5,"7.42"
627,6,"7.5"
627,7,"10"
627,8,"10"
627,9,"10"
627,10,"7.58"
627,11,"82.67"
627,12,"0.11"
627,13,"0"
627,14,"0"
627,15,"36"
627,16,"2"
627,17,"1100"
627,18,"1100"
628,1,"7.5"
628,2,"7.58"
628,3,"7.58"
628,4,"7.58"
628,5,"7.42"
628,6,"7.42"
628,7,"10"
628,8,"10"
628,9,"10"
628,10,"7.58"
628,11,"82.67"
628,12,"0.12"
628,13,"0"
628,14,"0"
628,15,"23"
628,16,"0"
628,17,"950"
628,18,"950"
629,1,NA
629,2,NA
629,3,"7.33"
629,4,"7.58"
629,5,"7.42"
629,6,"7.42"
629,7,"7.67"
629,8,"7.67"
629,9,"10"
629,10,"10"
629,11,"10"
629,12,"7.58"
629,13,"82.67"
629,14,"0.11"
629,15,"Mariana Cabrera Pantoja"
629,16,"0"
629,17,"0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660"
629,18,"m"
630,1,"7.83"
630,2,"7.67"
630,3,"7.5"
630,4,"7.67"
630,5,"7.5"
630,6,"7.58"
630,7,"10"
630,8,"10"
630,9,"9.33"
630,10,"7.58"
630,11,"82.67"
630,12,"0.03"
630,13,"2"
630,14,"0"
630,15,"37"
630,16,"0"
630,17,NA
630,18,NA
631,1,"7.75"
631,2,"7.58"
631,3,"7.25"
631,4,"7.75"
631,5,"7.67"
631,6,"7.58"
631,7,"10"
631,8,"10"
631,9,"10"
631,10,"7.08"
631,11,"82.67"
631,12,"0"
631,13,"0"
631,14,"0"
631,15,"1"
631,16,"1"
631,17,"1400"
631,18,"1400"
632,1,"8.08"
632,2,"7.67"
632,3,"7.67"
632,4,"7.33"
632,5,"7.33"
632,6,"7.17"
632,7,"10"
632,8,"10"
632,9,"10"
632,10,"7.42"
632,11,"82.67"
632,12,"0.08"
632,13,"0"
632,14,"0"
632,15,"250"
632,16,"3"
632,17,"1800"
632,18,"1800"
633,1,"7.5"
633,2,"7.42"
633,3,"7.33"
633,4,"7.33"
633,5,"7.67"
633,6,"7.83"
633,7,"10"
633,8,"10"
633,9,"10"
633,10,"7.58"
633,11,"82.67"
633,12,"0.21"
633,13,"0"
633,14,"0"
633,15,"270"
633,16,"2"
633,17,NA
633,18,NA
634,1,"7.5"
634,2,"7.42"
634,3,"7.42"
634,4,"7.75"
634,5,"7.5"
634,6,"7.5"
634,7,"10"
634,8,"10"
634,9,"10"
634,10,"7.5"
634,11,"82.58"
634,12,"0.1"
634,13,"0"
634,14,"1"
634,15,"25"
634,16,"2"
634,17,"1219.2"
634,18,"1219.2"
635,1,"7.67"
635,2,"7.42"
635,3,"7.5"
635,4,"7.42"
635,5,"7.58"
635,6,"7.5"
635,7,"10"
635,8,"10"
635,9,"10"
635,10,"7.5"
635,11,"82.58"
635,12,"0.11"
635,13,"0"
635,14,"5"
635,15,"6"
635,16,"0"
635,17,"1050"
635,18,"1050"
636,1,"7.5"
636,2,"7.58"
636,3,"7.42"
636,4,"7.5"
636,5,"7.75"
636,6,"7.33"
636,7,"10"
636,8,"10"
636,9,"10"
636,10,"7.5"
636,11,"82.58"
636,12,"0.11"
636,13,"0"
636,14,"0"
636,15,"198"
636,16,"7"
636,17,NA
636,18,NA
637,1,"7.25"
637,2,"7.25"
637,3,"7"
637,4,"7.08"
637,5,"7"
637,6,"7"
637,7,"10"
637,8,"10"
637,9,"10"
637,10,"10"
637,11,"82.58"
637,12,"0.11"
637,13,"0"
637,14,"0"
637,15,"1"
637,16,"0"
637,17,"200"
637,18,"200"
638,1,"7.42"
638,2,"7.42"
638,3,"7.5"
638,4,"7.33"
638,5,"7.25"
638,6,"7.67"
638,7,"10"
638,8,"10"
638,9,"10"
638,10,"8"
638,11,"82.58"
638,12,"0"
638,13,"1"
638,14,"9"
638,15,"300"
638,16,"2"
638,17,NA
638,18,NA
639,1,"7.83"
639,2,"7.58"
639,3,"7.42"
639,4,"7.33"
639,5,"7.42"
639,6,"7.5"
639,7,"10"
639,8,"10"
639,9,"10"
639,10,"7.5"
639,11,"82.58"
639,12,"0.13"
639,13,"0"
639,14,"0"
639,15,"150"
639,16,"6"
639,17,"1200"
639,18,"1300"
640,1,"7.75"
640,2,"7.33"
640,3,"7.42"
640,4,"7.67"
640,5,"7.42"
640,6,"7.5"
640,7,"10"
640,8,"10"
640,9,"10"
640,10,"7.5"
640,11,"82.58"
640,12,"0.12"
640,13,"0"
640,14,"0"
640,15,"1"
640,16,"0"
640,17,"800"
640,18,"800"
641,1,"7.42"
641,2,"7.58"
641,3,"7.58"
641,4,"7.42"
641,5,"7.58"
641,6,"7.5"
641,7,"10"
641,8,"10"
641,9,"10"
641,10,"7.5"
641,11,"82.58"
641,12,"0.12"
641,13,"0"
641,14,"0"
641,15,"50"
641,16,"1"
641,17,"1400"
641,18,"1500"
642,1,"7.75"
642,2,"7.42"
642,3,"7.33"
642,4,"7.5"
642,5,"7.58"
642,6,"7.5"
642,7,"10"
642,8,"10"
642,9,"10"
642,10,"7.5"
642,11,"82.58"
642,12,"0.12"
642,13,"0"
642,14,"0"
642,15,"10"
642,16,"1"
642,17,"1317"
642,18,"1317"
643,1,"7.83"
643,2,"7.5"
643,3,"7.42"
643,4,"7.58"
643,5,"7.42"
643,6,"7.42"
643,7,"10"
643,8,"10"
643,9,"10"
643,10,"7.42"
643,11,"82.58"
643,12,"0.12"
643,13,"0"
643,14,"0"
643,15,"1"
643,16,"0"
643,17,"1400"
643,18,"1900"
644,1,"7.67"
644,2,"7.42"
644,3,"7.5"
644,4,"7.67"
644,5,"7"
644,6,"7.75"
644,7,"10"
644,8,"10"
644,9,"10"
644,10,"7.58"
644,11,"82.58"
644,12,"0.11"
644,13,"0"
644,14,"0"
644,15,"250"
644,16,"3"
644,17,"1200"
644,18,"1400"
645,1,"7.58"
645,2,"7.58"
645,3,"7.42"
645,4,"7.75"
645,5,"7.67"
645,6,"7.67"
645,7,"9.33"
645,8,"10"
645,9,"10"
645,10,"7.58"
645,11,"82.58"
645,12,"0"
645,13,"0"
645,14,"0"
645,15,"320"
645,16,"11"
645,17,NA
645,18,NA
646,1,"7.5"
646,2,"7.58"
646,3,"7.42"
646,4,"7.58"
646,5,"7.42"
646,6,"7.58"
646,7,"10"
646,8,"10"
646,9,"10"
646,10,"7.5"
646,11,"82.58"
646,12,"0"
646,13,"0"
646,14,"0"
646,15,"1"
646,16,"4"
646,17,NA
646,18,NA
647,1,"7.75"
647,2,"7.25"
647,3,"7.33"
647,4,"7.42"
647,5,"7.5"
647,6,"7.83"
647,7,"10"
647,8,"10"
647,9,"10"
647,10,"7.5"
647,11,"82.58"
647,12,"0.11"
647,13,"0"
647,14,"0"
647,15,"250"
647,16,"3"
647,17,"1750"
647,18,"1750"
648,1,"7.75"
648,2,"7.5"
648,3,"7.75"
648,4,"7.25"
648,5,"7.33"
648,6,"7.58"
648,7,"10"
648,8,"10"
648,9,"10"
648,10,"7.42"
648,11,"82.58"
648,12,"0.11"
648,13,"0"
648,14,"0"
648,15,"250"
648,16,"3"
648,17,"1750"
648,18,"1750"
649,1,"7.58"
649,2,"7.5"
649,3,"7.42"
649,4,"7.58"
649,5,"7.67"
649,6,"7.42"
649,7,"10"
649,8,"10"
649,9,"10"
649,10,"7.42"
649,11,"82.58"
649,12,"0.11"
649,13,"0"
649,14,"0"
649,15,"250"
649,16,"0"
649,17,"1750"
649,18,"1750"
650,1,"7.5"
650,2,"7.58"
650,3,"7.5"
650,4,"7.5"
650,5,"7.42"
650,6,"7.5"
650,7,"10"
650,8,"10"
650,9,"10"
650,10,"7.58"
650,11,"82.58"
650,12,"0.1"
650,13,"0"
650,14,"0"
650,15,"50"
650,16,"6"
650,17,"1250"
650,18,"1250"
651,1,"2012"
651,2,"July 2nd, 2012"
651,3,"ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE"
651,4,"Typica"
651,5,"Washed / Wet"
651,6,"7.67"
651,7,"7.58"
651,8,"7.58"
651,9,"7.75"
651,10,"7.67"
651,11,"6.83"
651,12,"10"
651,13,"10"
651,14,"10"
651,15,"1150"
651,16,"82.58"
651,17,"July 2nd, 2013"
651,18,"AMECAFE"
652,1,"7.33"
652,2,"7.42"
652,3,"7.58"
652,4,"7.42"
652,5,"7.67"
652,6,"7.5"
652,7,"10"
652,8,"10"
652,9,"10"
652,10,"7.67"
652,11,"82.58"
652,12,"0.11"
652,13,"2"
652,14,"0"
652,15,"275"
652,16,"2"
652,17,"1600"
652,18,"1950"
653,1,"7.58"
653,2,"7.5"
653,3,"7.33"
653,4,"7.75"
653,5,"7.5"
653,6,"7.5"
653,7,"10"
653,8,"10"
653,9,"10"
653,10,"7.42"
653,11,"82.58"
653,12,"0"
653,13,"0"
653,14,"0"
653,15,"42"
653,16,"4"
653,17,"900"
653,18,"1050"
654,1,"7.5"
654,2,"7.5"
654,3,"7.5"
654,4,"7.5"
654,5,"7.58"
654,6,"7.5"
654,7,"10"
654,8,"10"
654,9,"10"
654,10,"7.42"
654,11,"82.5"
654,12,"0.11"
654,13,"0"
654,14,"0"
654,15,"320"
654,16,"4"
654,17,"890"
654,18,"890"
655,1,"7.83"
655,2,"7.75"
655,3,"7.25"
655,4,"7.5"
655,5,"7.42"
655,6,"7.33"
655,7,"10"
655,8,"10"
655,9,"10"
655,10,"7.42"
655,11,"82.5"
655,12,"0.11"
655,13,"0"
655,14,"0"
655,15,"2"
655,16,"5"
655,17,"1250"
655,18,"1250"
656,1,"7.58"
656,2,"7.58"
656,3,"7.33"
656,4,"7.5"
656,5,"7.5"
656,6,"7.5"
656,7,"10"
656,8,"10"
656,9,"10"
656,10,"7.5"
656,11,"82.5"
656,12,"0.1"
656,13,"0"
656,14,"0"
656,15,"275"
656,16,"4"
656,17,"1400"
656,18,"1400"
657,1,"7.5"
657,2,"7.5"
657,3,"7.33"
657,4,"7.5"
657,5,"7.67"
657,6,"7.5"
657,7,"10"
657,8,"10"
657,9,"10"
657,10,"7.5"
657,11,"82.5"
657,12,"0.1"
657,13,"0"
657,14,"2"
657,15,"50"
657,16,"2"
657,17,"1219.2"
657,18,"1219.2"
658,1,"7.5"
658,2,"7.83"
658,3,"7.5"
658,4,"7.75"
658,5,"7.33"
658,6,"7.42"
658,7,"9.33"
658,8,"10"
658,9,"10"
658,10,"7.83"
658,11,"82.5"
658,12,"0.12"
658,13,"0"
658,14,"0"
658,15,"1"
658,16,"0"
658,17,"800"
658,18,"800"
659,1,"7.33"
659,2,"7.5"
659,3,"7.5"
659,4,"7.5"
659,5,"7.67"
659,6,"7.5"
659,7,"10"
659,8,"10"
659,9,"10"
659,10,"7.5"
659,11,"82.5"
659,12,"0.11"
659,13,"0"
659,14,"0"
659,15,"50"
659,16,"0"
659,17,"1400"
659,18,"1500"
660,1,"7.67"
660,2,"7.42"
660,3,"7.33"
660,4,"7.58"
660,5,"7.5"
660,6,"7.5"
660,7,"10"
660,8,"10"
660,9,"10"
660,10,"7.5"
660,11,"82.5"
660,12,"0.12"
660,13,"0"
660,14,"0"
660,15,"37"
660,16,"1"
660,17,"1600"
660,18,"1600"
661,1,"7.75"
661,2,"7"
661,3,"7.42"
661,4,"7.58"
661,5,"7.58"
661,6,"7.58"
661,7,"10"
661,8,"10"
661,9,"10"
661,10,"7.58"
661,11,"82.5"
661,12,"0.12"
661,13,"0"
661,14,"0"
661,15,"5"
661,16,"3"
661,17,NA
661,18,NA
662,1,"7.42"
662,2,"7.58"
662,3,"7.5"
662,4,"7.67"
662,5,"7.25"
662,6,"7.5"
662,7,"10"
662,8,"10"
662,9,"10"
662,10,"7.58"
662,11,"82.5"
662,12,"0"
662,13,"0"
662,14,"0"
662,15,"2"
662,16,"1"
662,17,"1500"
662,18,"1700"
663,1,"7.42"
663,2,"7.5"
663,3,"7.67"
663,4,"7.33"
663,5,"7.42"
663,6,"7.67"
663,7,"10"
663,8,"10"
663,9,"10"
663,10,"7.5"
663,11,"82.5"
663,12,"0.11"
663,13,"0"
663,14,"0"
663,15,"69"
663,16,"0"
663,17,"1260"
663,18,"1260"
664,1,"7.83"
664,2,"7.42"
664,3,"7.33"
664,4,"7.67"
664,5,"7.42"
664,6,"7.5"
664,7,"10"
664,8,"10"
664,9,"10"
664,10,"7.33"
664,11,"82.5"
664,12,"0.12"
664,13,"0"
664,14,"0"
664,15,"250"
664,16,"4"
664,17,"1310.64"
664,18,"1310.64"
665,1,"7.5"
665,2,"7.5"
665,3,"7.42"
665,4,"7.42"
665,5,"7.58"
665,6,"7.58"
665,7,"10"
665,8,"10"
665,9,"10"
665,10,"7.5"
665,11,"82.5"
665,12,"0.11"
665,13,"0"
665,14,"0"
665,15,"250"
665,16,"1"
665,17,"1750"
665,18,"1750"
666,1,"7.83"
666,2,"7.67"
666,3,"7.17"
666,4,"7.33"
666,5,"7.5"
666,6,"7.67"
666,7,"10"
666,8,"10"
666,9,"10"
666,10,"7.33"
666,11,"82.5"
666,12,"0.11"
666,13,"0"
666,14,"0"
666,15,"250"
666,16,"0"
666,17,"1310.64"
666,18,"1310.64"
667,1,"7.5"
667,2,"7.58"
667,3,"7.5"
667,4,"7.5"
667,5,"7.42"
667,6,"7.42"
667,7,"10"
667,8,"10"
667,9,"10"
667,10,"7.58"
667,11,"82.5"
667,12,"0.13"
667,13,"0"
667,14,"0"
667,15,"10"
667,16,"10"
667,17,"1679"
667,18,"1679"
668,1,"7.67"
668,2,"7.5"
668,3,"7.33"
668,4,"7.67"
668,5,"7.5"
668,6,"7.33"
668,7,"10"
668,8,"10"
668,9,"10"
668,10,"7.5"
668,11,"82.5"
668,12,"0.12"
668,13,"0"
668,14,"0"
668,15,"10"
668,16,"5"
668,17,"1100"
668,18,"1100"
669,1,"7.92"
669,2,"7.5"
669,3,"7.33"
669,4,"7.58"
669,5,"7.25"
669,6,"7.42"
669,7,"10"
669,8,"10"
669,9,"10"
669,10,"7.5"
669,11,"82.5"
669,12,"0.11"
669,13,"0"
669,14,"0"
669,15,"28"
669,16,"2"
669,17,"1650"
669,18,"1650"
670,1,"7.67"
670,2,"7.33"
670,3,"7.33"
670,4,"7.33"
670,5,"7.5"
670,6,"7.83"
670,7,"10"
670,8,"10"
670,9,"10"
670,10,"7.5"
670,11,"82.5"
670,12,"0.11"
670,13,"0"
670,14,"0"
670,15,"275"
670,16,"5"
670,17,NA
670,18,NA
671,1,"7.67"
671,2,"7.42"
671,3,"7.33"
671,4,"7.67"
671,5,"7.5"
671,6,"7.5"
671,7,"10"
671,8,"10"
671,9,"10"
671,10,"7.42"
671,11,"82.5"
671,12,"0"
671,13,"0"
671,14,"0"
671,15,"300"
671,16,"4"
671,17,"1250"
671,18,"1250"
672,1,"7.67"
672,2,"7.5"
672,3,"7.33"
672,4,"7.5"
672,5,"7.25"
672,6,"7.67"
672,7,"10"
672,8,"10"
672,9,"10"
672,10,"7.58"
672,11,"82.5"
672,12,"0.11"
672,13,"1"
672,14,"0"
672,15,"275"
672,16,"3"
672,17,"1600"
672,18,"1950"
673,1,"7.33"
673,2,"7.42"
673,3,"7.33"
673,4,"7.75"
673,5,"7.42"
673,6,"7.67"
673,7,"10"
673,8,"10"
673,9,"10"
673,10,"7.58"
673,11,"82.5"
673,12,"0.12"
673,13,"2"
673,14,"0"
673,15,"7"
673,16,"3"
673,17,NA
673,18,NA
674,1,"7.75"
674,2,"7.58"
674,3,"7.67"
674,4,"7.67"
674,5,"7.58"
674,6,"7.58"
674,7,"9.33"
674,8,"10"
674,9,"10"
674,10,"7.33"
674,11,"82.5"
674,12,"0.01"
674,13,"1"
674,14,"0"
674,15,"245"
674,16,"14"
674,17,"1600"
674,18,"1600"
675,1,"7.42"
675,2,"7.67"
675,3,"7.17"
675,4,"7.58"
675,5,"7.58"
675,6,"7.5"
675,7,"10"
675,8,"10"
675,9,"10"
675,10,"7.5"
675,11,"82.42"
675,12,"0.12"
675,13,"0"
675,14,"1"
675,15,"1"
675,16,"6"
675,17,"1500"
675,18,"1500"
676,1,"7.58"
676,2,"7.5"
676,3,"7.33"
676,4,"7.75"
676,5,"7.33"
676,6,"7.5"
676,7,"10"
676,8,"10"
676,9,"10"
676,10,"7.42"
676,11,"82.42"
676,12,"0.1"
676,13,"0"
676,14,"1"
676,15,"50"
676,16,"2"
676,17,"1700"
676,18,"1700"
677,1,"7.67"
677,2,"7.58"
677,3,"7.25"
677,4,"7.67"
677,5,"7.42"
677,6,"7.33"
677,7,"10"
677,8,"10"
677,9,"10"
677,10,"7.5"
677,11,"82.42"
677,12,"0.12"
677,13,"0"
677,14,"0"
677,15,"50"
677,16,"0"
677,17,"1700"
677,18,"1700"
678,1,"7.58"
678,2,"7.5"
678,3,"7.25"
678,4,"7.67"
678,5,"7.5"
678,6,"7.5"
678,7,"10"
678,8,"10"
678,9,"10"
678,10,"7.42"
678,11,"82.42"
678,12,"0.12"
678,13,"0"
678,14,"0"
678,15,"20"
678,16,"0"
678,17,"157.8864"
678,18,"157.8864"
679,1,"7.5"
679,2,"7.42"
679,3,"7.08"
679,4,"7.75"
679,5,"7.67"
679,6,"7.5"
679,7,"10"
679,8,"10"
679,9,"10"
679,10,"7.5"
679,11,"82.42"
679,12,"0.11"
679,13,"0"
679,14,"2"
679,15,"275"
679,16,"3"
679,17,NA
679,18,NA
680,1,"5.08"
680,2,"7.75"
680,3,"7.83"
680,4,"7.75"
680,5,"7.83"
680,6,"8.08"
680,7,"10"
680,8,"10"
680,9,"10"
680,10,"8.08"
680,11,"82.42"
680,12,"0.11"
680,13,"0"
680,14,"0"
680,15,"43"
680,16,"1"
680,17,"1600"
680,18,"1600"
681,1,"7.67"
681,2,"7.42"
681,3,"7.42"
681,4,"7.5"
681,5,"7.42"
681,6,"7.42"
681,7,"10"
681,8,"10"
681,9,"10"
681,10,"7.58"
681,11,"82.42"
681,12,"0.1"
681,13,"0"
681,14,"0"
681,15,"3"
681,16,"0"
681,17,"1600"
681,18,"1600"
682,1,"7.42"
682,2,"7.5"
682,3,"7.33"
682,4,"7.5"
682,5,"7.25"
682,6,"7.42"
682,7,"10"
682,8,"10"
682,9,"10"
682,10,"8"
682,11,"82.42"
682,12,"0.11"
682,13,"0"
682,14,"1"
682,15,"300"
682,16,"0"
682,17,NA
682,18,NA
683,1,"7.67"
683,2,"7.25"
683,3,"7.42"
683,4,"7.42"
683,5,"7.67"
683,6,"7.42"
683,7,"10"
683,8,"10"
683,9,"10"
683,10,"7.58"
683,11,"82.42"
683,12,"0.13"
683,13,"0"
683,14,"0"
683,15,"10"
683,16,"7"
683,17,"2285"
683,18,"2285"
684,1,"7.17"
684,2,"7.83"
684,3,"7.33"
684,4,"7.5"
684,5,"7.75"
684,6,"7.42"
684,7,"10"
684,8,"10"
684,9,"10"
684,10,"7.42"
684,11,"82.42"
684,12,"0"
684,13,"0"
684,14,"0"
684,15,"320"
684,16,"0"
684,17,"1"
684,18,"1"
685,1,"7.5"
685,2,"7.5"
685,3,"7.5"
685,4,"7.67"
685,5,"7.42"
685,6,"7.5"
685,7,"10"
685,8,"10"
685,9,"10"
685,10,"7.33"
685,11,"82.42"
685,12,"0.1"
685,13,"0"
685,14,"0"
685,15,"250"
685,16,"0"
685,17,"1400"
685,18,"1400"
686,1,"7.42"
686,2,"7.5"
686,3,"7.42"
686,4,"7.58"
686,5,"7.42"
686,6,"7.5"
686,7,"10"
686,8,"10"
686,9,"10"
686,10,"7.58"
686,11,"82.42"
686,12,"0.11"
686,13,"0"
686,14,"0"
686,15,"10"
686,16,"0"
686,17,"1296"
686,18,"1296"
687,1,"7.58"
687,2,"7.67"
687,3,"7.33"
687,4,"7.5"
687,5,"7.5"
687,6,"7.42"
687,7,"10"
687,8,"10"
687,9,"10"
687,10,"7.42"
687,11,"82.42"
687,12,"0.12"
687,13,"0"
687,14,"0"
687,15,"39"
687,16,"1"
687,17,"1000"
687,18,"1000"
688,1,"7.58"
688,2,"7.58"
688,3,"7.58"
688,4,"7.75"
688,5,"7.5"
688,6,"7.58"
688,7,"9.33"
688,8,"10"
688,9,"10"
688,10,"7.5"
688,11,"82.42"
688,12,"0"
688,13,"0"
688,14,"0"
688,15,"320"
688,16,"3"
688,17,NA
688,18,NA
689,1,"7.25"
689,2,"7.33"
689,3,"7.25"
689,4,"7.5"
689,5,"7.42"
689,6,"7.5"
689,7,"10"
689,8,"10"
689,9,"10"
689,10,"8.17"
689,11,"82.42"
689,12,"0"
689,13,"0"
689,14,"0"
689,15,"220"
689,16,"0"
689,17,"1260"
689,18,"1260"
690,1,"7.5"
690,2,"7.58"
690,3,"7.5"
690,4,"7.92"
690,5,"7.42"
690,6,"7.67"
690,7,"9.33"
690,8,"10"
690,9,"10"
690,10,"7.5"
690,11,"82.42"
690,12,"0.12"
690,13,"0"
690,14,"0"
690,15,"10"
690,16,"0"
690,17,"1170"
690,18,"1170"
691,1,"7.25"
691,2,"7.67"
691,3,"7.42"
691,4,"7.17"
691,5,"7.75"
691,6,"7.5"
691,7,"10"
691,8,"10"
691,9,"10"
691,10,"7.67"
691,11,"82.42"
691,12,"0.09"
691,13,"0"
691,14,"0"
691,15,"1"
691,16,"2"
691,17,NA
691,18,NA
692,1,"7.67"
692,2,"7.42"
692,3,"7.33"
692,4,"7.5"
692,5,"7.58"
692,6,"7.5"
692,7,"10"
692,8,"10"
692,9,"10"
692,10,"7.42"
692,11,"82.42"
692,12,"0.11"
692,13,"0"
692,14,"0"
692,15,"250"
692,16,"9"
692,17,"1600"
692,18,"1950"
693,1,"7.5"
693,2,"7.42"
693,3,"7.42"
693,4,"7.67"
693,5,"7.42"
693,6,"7.58"
693,7,"10"
693,8,"10"
693,9,"10"
693,10,"7.42"
693,11,"82.42"
693,12,"0.12"
693,13,"0"
693,14,"0"
693,15,"49"
693,16,"5"
693,17,"1560"
693,18,"1560"
694,1,"7.42"
694,2,"7.58"
694,3,"7.5"
694,4,"7.42"
694,5,"7.58"
694,6,"7.5"
694,7,"10"
694,8,"10"
694,9,"10"
694,10,"7.42"
694,11,"82.42"
694,12,"0.13"
694,13,"0"
694,14,"0"
694,15,"20"
694,16,"2"
694,17,"1400"
694,18,"1400"
695,1,"7.42"
695,2,"7.58"
695,3,"7.33"
695,4,"7.58"
695,5,"7.5"
695,6,"7.5"
695,7,"10"
695,8,"10"
695,9,"10"
695,10,"7.5"
695,11,"82.42"
695,12,"0.14"
695,13,"0"
695,14,"0"
695,15,"35"
695,16,"9"
695,17,"1300"
695,18,"1300"
696,1,"7.75"
696,2,"7.33"
696,3,"7.25"
696,4,"7.58"
696,5,"7.58"
696,6,"7.33"
696,7,"10"
696,8,"10"
696,9,"10"
696,10,"7.58"
696,11,"82.42"
696,12,"0.13"
696,13,"0"
696,14,"0"
696,15,"10"
696,16,"1"
696,17,"1170"
696,18,"1170"
697,1,"7.5"
697,2,"7.58"
697,3,"7.33"
697,4,"7.5"
697,5,"7.5"
697,6,"7.5"
697,7,"10"
697,8,"10"
697,9,"10"
697,10,"7.5"
697,11,"82.42"
697,12,"0.11"
697,13,"0"
697,14,"0"
697,15,"74"
697,16,"0"
697,17,"1300"
697,18,"1300"
698,1,"7.58"
698,2,"7.58"
698,3,"7.17"
698,4,"7.5"
698,5,"7.5"
698,6,"7.5"
698,7,"10"
698,8,"10"
698,9,"10"
698,10,"7.58"
698,11,"82.42"
698,12,"0.14"
698,13,"0"
698,14,"0"
698,15,"26"
698,16,"6"
698,17,"1350"
698,18,"1350"
699,1,"7.58"
699,2,"7.33"
699,3,"7.33"
699,4,"7.58"
699,5,"7.5"
699,6,"7.5"
699,7,"10"
699,8,"10"
699,9,"10"
699,10,"7.58"
699,11,"82.42"
699,12,"0.11"
699,13,"0"
699,14,"0"
699,15,"10"
699,16,"0"
699,17,"1150"
699,18,"1150"
700,1,"7.67"
700,2,"7.58"
700,3,"7.33"
700,4,"7.42"
700,5,"7.58"
700,6,"7.33"
700,7,"10"
700,8,"10"
700,9,"10"
700,10,"7.5"
700,11,"82.42"
700,12,"0.13"
700,13,"0"
700,14,"0"
700,15,"1"
700,16,"4"
700,17,"1250"
700,18,"1250"
701,1,"7.83"
701,2,"7.5"
701,3,"7.42"
701,4,"7.67"
701,5,"7.17"
701,6,"7.33"
701,7,"10"
701,8,"10"
701,9,"10"
701,10,"7.5"
701,11,"82.42"
701,12,"0.12"
701,13,"0"
701,14,"0"
701,15,"10"
701,16,"0"
701,17,"1450"
701,18,"1450"
702,1,"7.67"
702,2,"7.33"
702,3,"7.25"
702,4,"7.42"
702,5,"7.5"
702,6,"7.67"
702,7,"10"
702,8,"10"
702,9,"10"
702,10,"7.58"
702,11,"82.42"
702,12,"0"
702,13,"0"
702,14,"0"
702,15,"250"
702,16,"2"
702,17,"442"
702,18,"442"
703,1,"7.75"
703,2,"7.5"
703,3,"7.42"
703,4,"7.42"
703,5,"7.5"
703,6,"7.42"
703,7,"10"
703,8,"10"
703,9,"10"
703,10,"7.42"
703,11,"82.42"
703,12,"0.11"
703,13,"0"
703,14,"0"
703,15,"51"
703,16,"2"
703,17,NA
703,18,NA
704,1,"7.33"
704,2,"7.58"
704,3,"7.17"
704,4,"7.58"
704,5,"7.42"
704,6,"7.58"
704,7,"10"
704,8,"10"
704,9,"10"
704,10,"7.75"
704,11,"82.42"
704,12,"0"
704,13,"0"
704,14,"0"
704,15,"250"
704,16,"2"
704,17,"1750"
704,18,"1750"
705,1,"7.58"
705,2,"7.25"
705,3,"7.42"
705,4,"7.25"
705,5,"7.58"
705,6,"7.83"
705,7,"10"
705,8,"10"
705,9,"10"
705,10,"7.5"
705,11,"82.42"
705,12,"0.02"
705,13,"0"
705,14,"0"
